GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
23543	9.46e-01	1.66e-01	0.1374	-1.3865361	-0.1905125	1603.31	RBFOX2	RNA binding fox-1 homolog 2
150368	9.46e-01	1.65e-01	0.4869	1.3876786	0.6757024	141.21	PHETA2	PH domain containing endocytic trafficking adaptor 2
9997	9.46e-01	1.67e-01	0.3411	1.3808853	0.4710561	877.63	SCO2	synthesis of cytochrome C oxidase 2
54880	9.46e-01	1.65e-01	0.1695	-1.3888981	-0.2354772	835.79	BCOR	BCL6 corepressor
8497	9.47e-01	1.68e-01	0.7056	-1.378291	-0.9725462	146.96	PPFIA4	PTPRF interacting protein alpha 4
5194	9.47e-01	1.68e-01	0.1917	1.3777058	0.2641507	478.48	PEX13	peroxisomal biogenesis factor 13
10208	9.47e-01	1.68e-01	0.3235	-1.3773787	-0.4455663	5855.11	USPL1	ubiquitin specific peptidase like 1
10300	9.47e-01	1.68e-01	0.2245	-1.3775923	-0.3093127	205.83	KATNB1	katanin regulatory subunit B1
7982	9.48e-01	1.69e-01	0.2786	1.3766488	0.3835992	154.25	ST7	suppression of tumorigenicity 7
3909	9.48e-01	1.69e-01	0.6561	-1.3767718	-0.9032725	217.9	LAMA3	laminin subunit alpha 3
11331	9.48e-01	1.69e-01	0.1311	-1.3761725	-0.1804502	1633.19	PHB2	prohibitin 2
121260	9.49e-01	1.69e-01	0.1364	-1.3755404	-0.1876814	1165.19	SLC15A4	solute carrier family 15 member 4
5710	9.49e-01	1.70e-01	0.1317	-1.3725742	-0.1807496	1119.67	PSMD4	proteasome 26S subunit ubiquitin receptor, non-ATPase 4
100128731	9.49e-01	1.69e-01	0.2217	-1.3745716	-0.3047012	351.69	OST4	oligosaccharyltransferase complex subunit 4, non-catalytic
55858	9.49e-01	1.70e-01	0.1709	1.3728933	0.2345726	1348.71	TMEM165	transmembrane protein 165
10591	9.49e-01	1.69e-01	0.3166	-1.3746641	-0.4352789	202.36	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
216	9.49e-01	1.69e-01	0.6798	-1.374094	-0.9341279	187.53	ALDH1A1	aldehyde dehydrogenase 1 family member A1
57178	9.49e-01	1.70e-01	0.2323	-1.3724407	-0.3188756	2519.08	ZMIZ1	zinc finger MIZ-type containing 1
283232	9.49e-01	1.70e-01	0.339	1.3728777	0.4654272	303.9	TMEM80	transmembrane protein 80
105369779	9.49e-01	1.69e-01	0.4265	1.3740357	0.5860645	155.45	CD63-AS1	CD63 antisense RNA 1
7347	9.49e-01	1.70e-01	0.2408	1.3728865	0.330629	234.8	UCHL3	ubiquitin C-terminal hydrolase L3
23269	9.49e-01	1.70e-01	0.1191	1.3735169	0.1635812	1471.54	MGA	MAX dimerization protein MGA
107985074	9.49e-01	1.70e-01	0.346	1.3736684	0.4752328	97.61	LOC107985074	uncharacterized LOC107985074
84436	9.49e-01	1.70e-01	0.3482	-1.3735101	-0.4782507	238.77	ZNF528	zinc finger protein 528
9181	9.49e-01	1.71e-01	0.0924	-1.3676822	-0.1263457	2780.05	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
64342	9.49e-01	1.71e-01	0.2247	-1.367728	-0.3072854	389.77	HS1BP3	HCLS1 binding protein 3
3344	9.49e-01	1.71e-01	0.1529	1.367964	0.2091459	917.35	FOXN2	forkhead box N2
9575	9.49e-01	1.71e-01	0.1419	1.3692057	0.1942343	586	CLOCK	clock circadian regulator
4214	9.49e-01	1.71e-01	0.1376	-1.3680228	-0.1882378	1671.03	MAP3K1	mitogen-activated protein kinase kinase kinase 1
100130733	9.49e-01	1.71e-01	0.5608	1.3690174	0.7677535	96.47	LRRC70	leucine rich repeat containing 70
3842	9.49e-01	1.71e-01	0.1322	-1.3705127	-0.18115	2951.18	TNPO1	transportin 1
169714	9.49e-01	1.71e-01	0.2608	1.3680188	0.356764	326.63	QSOX2	quiescin sulfhydryl oxidase 2
22944	9.49e-01	1.70e-01	0.1878	1.3720019	0.2576576	441.29	KIN	Kin17 DNA and RNA binding protein
3762	9.49e-01	1.71e-01	0.3724	-1.3688473	-0.5097985	1086.88	KCNJ5	potassium inwardly rectifying channel subfamily J member 5
1017	9.49e-01	1.71e-01	0.2029	1.3691756	0.277859	429.14	CDK2	cyclin dependent kinase 2
728568	9.49e-01	1.70e-01	0.3145	1.3710621	0.431176	175	UQCC6	ubiquinol-cytochrome c reductase complex assembly factor 6
145508	9.49e-01	1.71e-01	0.2564	-1.3685485	-0.3508805	181.96	CEP128	centrosomal protein 128
54957	9.49e-01	1.70e-01	0.3642	-1.3707683	-0.4992239	364.99	TXNL4B	thioredoxin like 4B
100996842	9.49e-01	1.71e-01	0.1663	-1.3690718	-0.2276161	513.56	LOC100996842	uncharacterized LOC100996842
101928464	9.49e-01	1.71e-01	0.2754	-1.3689723	-0.377015	155.42	ZNF433-AS1	ZNF433 and ZNF878 antisense RNA 1
388507	9.49e-01	1.71e-01	0.5048	-1.368292	-0.6907712	103.62	ZNF788P	zinc finger family member 788, pseudogene
57136	9.49e-01	1.70e-01	0.1448	1.370703	0.1984787	7577.58	APMAP	adipocyte plasma membrane associated protein
6874	9.49e-01	1.71e-01	0.2415	1.3697967	0.3308287	370.64	TAF4	TATA-box binding protein associated factor 4
10762	9.49e-01	1.70e-01	0.0951	1.3711677	0.1303646	875.55	NUP50	nucleoporin 50
57648	9.49e-01	1.72e-01	0.5279	1.3665933	0.7213726	97.55	KIAA1522	KIAA1522
7398	9.49e-01	1.72e-01	0.2342	-1.3658128	-0.3199394	914.92	USP1	ubiquitin specific peptidase 1
85013	9.49e-01	1.72e-01	0.2373	1.3663592	0.3242855	332.07	TMEM128	transmembrane protein 128
1832	9.49e-01	1.72e-01	0.5588	-1.3657728	-0.7631962	150.56	DSP	desmoplakin
94239	9.49e-01	1.72e-01	0.1234	-1.3670812	-0.1687645	1334.75	H2AZ2	H2A.Z variant histone 2
79666	9.49e-01	1.72e-01	0.155	-1.3668204	-0.211893	1186.65	PLEKHF2	pleckstrin homology and FYVE domain containing 2
85441	9.49e-01	1.72e-01	0.2675	-1.3660322	-0.3653907	295.31	HELZ2	helicase with zinc finger 2
9701	9.49e-01	1.72e-01	0.216	1.3670704	0.2952955	1920.32	PPP6R2	protein phosphatase 6 regulatory subunit 2
1795	9.49e-01	1.73e-01	0.2615	-1.3629794	-0.3564689	476.76	DOCK3	dedicator of cytokinesis 3
1519	9.49e-01	1.72e-01	0.2919	-1.3644615	-0.3982193	644.89	CTSO	cathepsin O
819	9.49e-01	1.73e-01	0.2143	-1.3641122	-0.2923548	853.45	CAMLG	calcium modulating ligand
222234	9.49e-01	1.72e-01	0.4011	1.365307	0.5475829	95.23	FAM185A	family with sequence similarity 185 member A
8767	9.49e-01	1.72e-01	0.3189	-1.3652832	-0.4354016	2000.35	RIPK2	receptor interacting serine/threonine kinase 2
81532	9.49e-01	1.73e-01	0.3197	-1.3632708	-0.435828	297.67	MOB2	MOB kinase activator 2
133	9.49e-01	1.73e-01	0.3647	-1.3630395	-0.4971358	4635.06	ADM	adrenomedullin
55031	9.49e-01	1.73e-01	0.1311	-1.3631639	-0.1786745	1635.61	USP47	ubiquitin specific peptidase 47
80344	9.49e-01	1.73e-01	0.1361	-1.3637493	-0.1855417	1206.21	DCAF11	DDB1 and CUL4 associated factor 11
84166	9.49e-01	1.73e-01	0.2715	1.3631348	0.3700918	1868.96	NLRC5	NLR family CARD domain containing 5
51701	9.49e-01	1.73e-01	0.1523	-1.36387	-0.2077365	435.53	NLK	nemo like kinase
100049587	9.49e-01	1.72e-01	0.3539	1.364899	0.4830557	1555.44	SIGLEC14	sialic acid binding Ig like lectin 14
58505	9.51e-01	1.73e-01	0.1818	1.3620833	0.2476847	648.83	OSTC	oligosaccharyltransferase complex non-catalytic subunit
134218	9.51e-01	1.73e-01	0.1503	-1.3615779	-0.2046454	874.24	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21
84950	9.51e-01	1.74e-01	0.1186	1.3607557	0.1613338	1042.49	PRPF38A	pre-mRNA processing factor 38A
1060	9.51e-01	1.74e-01	0.178	1.3609973	0.2422136	551.53	CENPC	centromere protein C
30832	9.51e-01	1.74e-01	0.1775	1.3605896	0.2415419	290.34	ZNF354C	zinc finger protein 354C
79785	9.51e-01	1.74e-01	0.9368	-1.3607215	-1.2746995	86.25	RERGL	RERG like
79697	9.51e-01	1.74e-01	0.2584	-1.3602746	-0.3514983	255.29	RIOX1	ribosomal oxygenase 1
9913	9.51e-01	1.74e-01	0.1117	1.3594601	0.1518558	1739.91	SUPT7L	SPT7 like, STAGA complex subunit gamma
8654	9.51e-01	1.75e-01	0.3949	-1.356592	-0.5357474	194.83	PDE5A	phosphodiesterase 5A
55212	9.51e-01	1.74e-01	0.2189	1.3585847	0.2973504	292.19	BBS7	Bardet-Biedl syndrome 7
4121	9.51e-01	1.75e-01	0.2073	-1.3569289	-0.2813478	2517.12	MAN1A1	mannosidase alpha class 1A member 1
8635	9.51e-01	1.75e-01	0.1125	1.3564123	0.1526002	17065.86	RNASET2	ribonuclease T2
51650	9.51e-01	1.75e-01	0.2923	1.3572143	0.3967251	201.08	MRPS33	mitochondrial ribosomal protein S33
170575	9.51e-01	1.74e-01	0.2577	1.3592374	0.3503263	830.33	GIMAP1	GTPase, IMAP family member 1
58529	9.51e-01	1.75e-01	0.8696	-1.3576313	-1.180553	110.09	MYOZ1	myozenin 1
747	9.51e-01	1.75e-01	0.3745	-1.356238	-0.5079484	127.65	DAGLA	diacylglycerol lipase alpha
84441	9.51e-01	1.74e-01	0.1467	-1.3595923	-0.1993865	1312.83	MAML2	mastermind like transcriptional coactivator 2
2	9.51e-01	1.75e-01	0.2371	-1.3561224	-0.3215154	44138.16	A2M	alpha-2-macroglobulin
2735	9.51e-01	1.75e-01	0.2318	1.3567943	0.3145152	281.47	GLI1	GLI family zinc finger 1
5042	9.51e-01	1.75e-01	0.251	-1.3569818	-0.3405677	409.3	PABPC3	poly(A) binding protein cytoplasmic 3
124997	9.51e-01	1.74e-01	0.1853	1.3585135	0.2517461	2431.27	WDR81	WD repeat domain 81
54883	9.51e-01	1.75e-01	0.173	1.3576386	0.2348359	876.09	CWC25	CWC25 spliceosome associated protein homolog
654434	9.51e-01	1.75e-01	0.437	1.3564386	0.5928252	165.56	SNHG20	small nucleolar RNA host gene 20
3770	9.51e-01	1.75e-01	0.6354	1.3569188	0.8621736	85.78	KCNJ14	potassium inwardly rectifying channel subfamily J member 14
58494	9.51e-01	1.75e-01	0.2154	-1.3574133	-0.2923891	1108.18	JAM2	junctional adhesion molecule 2
904	9.53e-01	1.75e-01	0.184	-1.3551577	-0.2493441	1384.83	CCNT1	cyclin T1
54058	9.53e-01	1.75e-01	0.5233	1.3549106	0.7090227	97.66	C21orf58	chromosome 21 open reading frame 58
8334	9.53e-01	1.76e-01	0.4164	1.3545705	0.564093	448.06	H2AC6	H2A clustered histone 6
23333	9.53e-01	1.76e-01	0.2083	1.353716	0.28193	455.18	DPY19L1	dpy-19 like C-mannosyltransferase 1
79845	9.53e-01	1.76e-01	0.3075	1.353833	0.4163084	806.5	RNF122	ring finger protein 122
26037	9.53e-01	1.76e-01	0.3498	-1.3541003	-0.4737077	1287.25	SIPA1L1	signal induced proliferation associated 1 like 1
6830	9.53e-01	1.76e-01	0.1293	-1.3540737	-0.175131	2668.53	SUPT6H	SPT6 homolog, histone chaperone and transcription elongation factor
7059	9.53e-01	1.76e-01	0.2209	1.3524898	0.2986993	449.58	THBS3	thrombospondin 3
55327	9.53e-01	1.76e-01	0.1688	1.3530226	0.2283466	546.44	LIN7C	lin-7 homolog C, crumbs cell polarity complex component
23770	9.53e-01	1.76e-01	0.143	-1.3530942	-0.1934772	2240.23	FKBP8	FKBP prolyl isomerase 8
441531	9.53e-01	1.76e-01	0.2581	-1.3529037	-0.3491772	153.14	PGAM4	phosphoglycerate mutase family member 4
55855	9.53e-01	1.76e-01	0.2297	1.3526955	0.3107561	177.98	DENND10P1	DENND10 pseudogene 1
199990	9.53e-01	1.76e-01	0.2162	1.3520825	0.2923841	415.93	FAAP20	FA core complex associated protein 20
4924	9.54e-01	1.76e-01	0.1238	1.3516498	0.1673183	3059.51	NUCB1	nucleobindin 1
79180	9.54e-01	1.77e-01	0.1794	1.3505058	0.2422542	3097.83	EFHD2	EF-hand domain family member D2
2946	9.54e-01	1.77e-01	0.3286	1.3504255	0.4438082	2515.82	GSTM2	glutathione S-transferase mu 2
2876	9.54e-01	1.77e-01	0.167	-1.3505397	-0.2255615	9696.55	GPX1	glutathione peroxidase 1
51520	9.54e-01	1.77e-01	0.1892	1.3512565	0.2556671	2033.6	LARS1	leucyl-tRNA synthetase 1
57786	9.54e-01	1.77e-01	0.2201	1.3508327	0.2973275	796.7	RBAK	RB associated KRAB zinc finger
26986	9.54e-01	1.77e-01	0.1876	-1.3501014	-0.2532586	21865.35	PABPC1	poly(A) binding protein cytoplasmic 1
90990	9.54e-01	1.77e-01	0.2182	1.349814	0.2944936	649.63	KIFC2	kinesin family member C2
90673	9.54e-01	1.77e-01	0.3348	1.3500341	0.4519644	549.03	PPP1R3E	protein phosphatase 1 regulatory subunit 3E
83737	9.54e-01	1.77e-01	0.1256	-1.3491383	-0.169459	1303.55	ITCH	itchy E3 ubiquitin protein ligase
149076	9.55e-01	1.80e-01	0.2149	1.3408748	0.2880977	749.65	ZNF362	zinc finger protein 362
271	9.55e-01	1.78e-01	0.2918	1.345971	0.3927015	3332.41	AMPD2	adenosine monophosphate deaminase 2
105371406	9.55e-01	1.80e-01	0.4452	1.3418487	0.5973312	85.89	LOC105371406	uncharacterized LOC105371406
7832	9.55e-01	1.80e-01	0.2746	1.3416388	0.3684009	18862.27	BTG2	BTG anti-proliferation factor 2
8934	9.55e-01	1.80e-01	0.1595	1.3410341	0.2139387	1146.82	RAB29	RAB29, member RAS oncogene family
2498	9.55e-01	1.80e-01	0.3317	-1.3413733	-0.4448874	489.34	FTH1P3	ferritin heavy chain 1 pseudogene 3
84058	9.55e-01	1.79e-01	0.4166	-1.3433681	-0.559596	142.35	WDR54	WD repeat domain 54
78987	9.55e-01	1.80e-01	0.2258	1.3394028	0.3024914	996.69	CRELD1	cysteine rich with EGF like domains 1
7342	9.55e-01	1.80e-01	0.1436	1.3401756	0.1924395	970.91	UBP1	upstream binding protein 1
275	9.55e-01	1.80e-01	0.2805	1.3395438	0.3757072	378.84	AMT	aminomethyltransferase
55032	9.55e-01	1.79e-01	0.2254	1.3433278	0.3027488	468.81	SLC35A5	solute carrier family 35 member A5
55300	9.55e-01	1.79e-01	0.1939	1.3449166	0.2607137	316.56	PI4K2B	phosphatidylinositol 4-kinase type 2 beta
5981	9.55e-01	1.80e-01	0.1571	-1.3397109	-0.2104134	860.31	RFC1	replication factor C subunit 1
5530	9.55e-01	1.78e-01	0.1515	-1.345734	-0.2039416	821.66	PPP3CA	protein phosphatase 3 catalytic subunit alpha
23022	9.55e-01	1.80e-01	0.2643	-1.3394577	-0.3540664	263.86	PALLD	palladin, cytoskeletal associated protein
389337	9.55e-01	1.79e-01	0.2747	1.3440035	0.3691944	265.69	ARHGEF37	Rho guanine nucleotide exchange factor 37
3779	9.55e-01	1.79e-01	0.2829	-1.3440532	-0.3802527	289.9	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1
4172	9.55e-01	1.79e-01	0.212	1.3430354	0.2847906	725.59	MCM3	minichromosome maintenance complex component 3
11112	9.55e-01	1.79e-01	0.2607	-1.3445885	-0.3505692	298	HIBADH	3-hydroxyisobutyrate dehydrogenase
8985	9.55e-01	1.79e-01	0.1876	1.3452531	0.2523033	761.58	PLOD3	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3
6742	9.55e-01	1.78e-01	0.2178	-1.347911	-0.2936411	595.72	SSBP1	single stranded DNA binding protein 1
85014	9.55e-01	1.79e-01	0.3645	-1.3428585	-0.4895102	149.79	TMEM141	transmembrane protein 141
84890	9.55e-01	1.80e-01	0.1548	-1.3408083	-0.2076072	542.24	ADO	2-aminoethanethiol dioxygenase
10724	9.55e-01	1.80e-01	0.1605	-1.3395527	-0.2150393	4501.25	OGA	O-GlcNAcase
79751	9.55e-01	1.79e-01	0.275	1.3442876	0.3696826	244.61	SLC25A22	solute carrier family 25 member 22
5138	9.55e-01	1.79e-01	0.4598	-1.3436488	-0.6178039	234.63	PDE2A	phosphodiesterase 2A
27314	9.55e-01	1.78e-01	0.3902	-1.3470374	-0.5255907	248.09	RAB30	RAB30, member RAS oncogene family
105369477	9.55e-01	1.78e-01	0.4058	-1.3474127	-0.5467142	121.81	LOC105369477	uncharacterized LOC105369477
4162	9.55e-01	1.79e-01	0.2854	-1.3451392	-0.3839511	1028.8	MCAM	melanoma cell adhesion molecule
283420	9.55e-01	1.78e-01	0.2821	1.3474064	0.380146	1030.55	CLEC9A	C-type lectin domain containing 9A
283487	9.55e-01	1.80e-01	0.5724	-1.3398779	-0.7669853	352.33	PRECSIT	p53 regulated carcinoma associated Stat3 activating long intergenic non-protein coding transcript
101929718	9.55e-01	1.80e-01	0.2431	1.3407042	0.3258822	300.14	LOC101929718	uncharacterized LOC101929718
23357	9.55e-01	1.80e-01	0.163	-1.341421	-0.2186042	1672.58	ANGEL1	angel homolog 1
84706	9.55e-01	1.79e-01	0.2689	-1.3434741	-0.3613137	227.46	GPT2	glutamic--pyruvic transaminase 2
57567	9.55e-01	1.78e-01	0.261	1.3461319	0.3512763	251.95	ZNF319	zinc finger protein 319
100130311	9.55e-01	1.78e-01	0.4142	1.3458735	0.5573944	312.63	C17orf107	chromosome 17 open reading frame 107
64132	9.55e-01	1.79e-01	0.1893	1.3445648	0.2545325	283.82	XYLT2	xylosyltransferase 2
2584	9.55e-01	1.79e-01	0.2641	1.3437786	0.3548301	300.66	GALK1	galactokinase 1
80199	9.55e-01	1.79e-01	0.2197	1.3433402	0.2951627	224.72	FUZ	fuzzy planar cell polarity protein
9647	9.55e-01	1.78e-01	0.1583	1.3470241	0.2132818	1469.82	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F
57026	9.55e-01	1.79e-01	0.2506	-1.3425086	-0.3363858	273.91	PDXP	pyridoxal phosphatase
200081	9.56e-01	1.83e-01	0.1716	1.3329196	0.228758	1472.52	TXLNA	taxilin alpha
574406	9.56e-01	1.82e-01	0.6216	1.3338059	0.8290342	133.17	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1
6160	9.56e-01	1.82e-01	0.1347	-1.3337821	-0.179714	6685.04	RPL31	ribosomal protein L31
64965	9.56e-01	1.82e-01	0.2928	1.3352506	0.3910049	245.57	MRPS9	mitochondrial ribosomal protein S9
55022	9.56e-01	1.81e-01	0.4135	-1.3362035	-0.5524814	121.71	PID1	phosphotyrosine interaction domain containing 1
55845	9.56e-01	1.82e-01	0.143	-1.3343618	-0.1908522	1922.61	BRK1	BRICK1 subunit of SCAR/WAVE actin nucleating complex
1356	9.56e-01	1.81e-01	0.4489	1.3379284	0.6005957	1113.06	CP	ceruloplasmin
64116	9.56e-01	1.81e-01	0.5142	-1.3363618	-0.6871306	305.94	SLC39A8	solute carrier family 39 member 8
890	9.56e-01	1.83e-01	0.4013	1.3329217	0.5349484	174.12	CCNA2	cyclin A2
55294	9.56e-01	1.83e-01	0.1521	-1.3329884	-0.2027616	707.19	FBXW7	F-box and WD repeat domain containing 7
64083	9.56e-01	1.83e-01	0.1702	1.3322946	0.226709	1404.41	GOLPH3	golgi phosphoprotein 3
80230	9.56e-01	1.81e-01	0.1157	1.3371651	0.1547215	954.24	RUFY1	RUN and FYVE domain containing 1
9750	9.56e-01	1.82e-01	0.6333	1.3340022	0.8448343	293.34	RIPOR2	RHO family interacting cell polarization regulator 2
79027	9.56e-01	1.81e-01	0.1621	1.3389698	0.2170347	1275.62	ZNF655	zinc finger protein 655
5108	9.56e-01	1.81e-01	0.1955	-1.3365189	-0.2613089	4578.44	PCM1	pericentriolar material 1
10558	9.56e-01	1.81e-01	0.1237	1.3370126	0.165325	1533.04	SPTLC1	serine palmitoyltransferase long chain base subunit 1
883	9.56e-01	1.82e-01	0.2757	1.3332607	0.36754	180.29	KYAT1	kynurenine aminotransferase 1
1717	9.56e-01	1.82e-01	0.2905	1.3353204	0.3879459	456.44	DHCR7	7-dehydrocholesterol reductase
4647	9.56e-01	1.83e-01	0.2654	1.3323956	0.3535793	2441.27	MYO7A	myosin VIIA
51267	9.56e-01	1.82e-01	0.3842	-1.3361334	-0.513379	242.25	CLEC1A	C-type lectin domain family 1 member A
23344	9.56e-01	1.82e-01	0.1585	-1.3332497	-0.211273	2254.13	ESYT1	extended synaptotagmin 1
283578	9.56e-01	1.82e-01	0.3284	1.3351783	0.4385384	788.5	TMED8	transmembrane p24 trafficking protein family member 8
80004	9.56e-01	1.82e-01	0.1641	1.3336999	0.2189094	325.3	ESRP2	epithelial splicing regulatory protein 2
5205	9.56e-01	1.83e-01	0.5752	1.332315	0.766414	87.22	ATP8B1	ATPase phospholipid transporting 8B1
9322	9.56e-01	1.82e-01	0.2247	-1.334992	-0.2999351	557.1	TRIP10	thyroid hormone receptor interactor 10
256236	9.56e-01	1.82e-01	0.5297	1.3349192	0.707067	2707.02	NAPSB	napsin B aspartic peptidase, pseudogene
5518	9.56e-01	1.81e-01	0.1538	-1.3378332	-0.2057054	1484.83	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha
55741	9.56e-01	1.83e-01	0.2126	1.3325329	0.2832319	338.2	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2
8675	9.56e-01	1.82e-01	0.1604	1.33614	0.2143709	4827.35	STX16	syntaxin 16
11252	9.56e-01	1.82e-01	0.1054	1.3344586	0.1405982	2261.67	PACSIN2	protein kinase C and casein kinase substrate in neurons 2
63932	9.56e-01	1.81e-01	0.2611	-1.3367972	-0.3490636	230.63	STEEP1	STING1 ER exit protein 1
647042	9.56e-01	1.83e-01	0.2855	-1.3320575	-0.3802473	90.09	GOLGA6L10	golgin A6 family like 10
26191	9.56e-01	1.84e-01	0.418	-1.3287149	-0.5553513	229.39	PTPN22	protein tyrosine phosphatase non-receptor type 22
5284	9.56e-01	1.83e-01	0.7408	-1.3316369	-0.9864926	139.7	PIGR	polymeric immunoglobulin receptor
339745	9.56e-01	1.83e-01	0.1693	-1.3310536	-0.2253386	1244.75	SPOPL	speckle type BTB/POZ protein like
5689	9.56e-01	1.83e-01	0.129	-1.3310917	-0.1716645	1089.52	PSMB1	proteasome 20S subunit beta 1
100132352	9.56e-01	1.84e-01	0.2285	1.32886	0.3037049	302.32	FRG1HP	FSHD region gene 1 family member H, pseudogene
5214	9.56e-01	1.84e-01	0.3615	-1.3296305	-0.4806185	977.59	PFKP	phosphofructokinase, platelet
6207	9.56e-01	1.83e-01	0.1526	-1.3314947	-0.2031563	4386.44	RPS13	ribosomal protein S13
254102	9.56e-01	1.83e-01	0.1611	1.3302329	0.2142362	3722.09	EHBP1L1	EH domain binding protein 1 like 1
23017	9.56e-01	1.84e-01	0.7811	1.3288067	1.0379423	190.68	FAIM2	Fas apoptotic inhibitory molecule 2
353116	9.56e-01	1.84e-01	0.4182	-1.329549	-0.5560512	178.09	RILPL1	Rab interacting lysosomal protein like 1
87	9.56e-01	1.83e-01	0.3446	-1.3307724	-0.4585268	763.2	ACTN1	actinin alpha 1
60677	9.56e-01	1.84e-01	0.2397	1.3299005	0.3188386	516.39	CELF6	CUGBP Elav-like family member 6
26073	9.56e-01	1.83e-01	0.1709	1.3305784	0.2273681	693.18	POLDIP2	DNA polymerase delta interacting protein 2
7311	9.56e-01	1.84e-01	0.1383	-1.3288416	-0.1837255	5142.25	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1
60401	9.56e-01	1.84e-01	0.495	1.3298588	0.6582787	213.66	EDA2R	ectodysplasin A2 receptor
9678	9.56e-01	1.84e-01	0.1852	-1.3283997	-0.2459959	555.37	PHF14	PHD finger protein 14
653519	9.56e-01	1.84e-01	0.1991	-1.3274512	-0.2642683	314.69	GPR89A	G protein-coupled receptor 89A
57410	9.56e-01	1.84e-01	0.1171	1.327436	0.1553891	1129.57	SCYL1	SCY1 like pseudokinase 1
729082	9.56e-01	1.84e-01	0.2007	-1.3278119	-0.2664865	1817.08	OIP5-AS1	OIP5 antisense RNA 1
5598	9.56e-01	1.84e-01	0.1908	-1.3278445	-0.253385	324.05	MAPK7	mitogen-activated protein kinase 7
79890	9.56e-01	1.84e-01	0.1809	1.3271993	0.2400724	2232.75	RIN3	Ras and Rab interactor 3
9016	9.56e-01	1.85e-01	0.295	1.3268553	0.3914429	106.85	SLC25A14	solute carrier family 25 member 14
51222	9.56e-01	1.85e-01	0.195	-1.3265931	-0.2587117	441.54	ZNF219	zinc finger protein 219
64374	9.57e-01	1.85e-01	0.2013	1.3250866	0.2667772	441.37	SIL1	SIL1 nucleotide exchange factor
23567	9.57e-01	1.85e-01	0.2775	1.3259846	0.3679566	212.13	ZNF346	zinc finger protein 346
135112	9.57e-01	1.85e-01	0.1915	-1.3253915	-0.2538408	1233.6	NCOA7	nuclear receptor coactivator 7
55281	9.57e-01	1.85e-01	0.246	-1.3248508	-0.3259788	311.64	TMEM140	transmembrane protein 140
55174	9.57e-01	1.86e-01	0.1634	1.323949	0.2163965	1707.09	INTS10	integrator complex subunit 10
64170	9.57e-01	1.86e-01	0.2327	1.3238518	0.3080478	1822.22	CARD9	caspase recruitment domain family member 9
57713	9.57e-01	1.86e-01	0.2101	-1.3237557	-0.2781648	5962.47	SFMBT2	Scm like with four mbt domains 2
105378281	9.57e-01	1.85e-01	0.391	1.3257929	0.5184139	376.5	LOC105378281	uncharacterized LOC105378281
23409	9.57e-01	1.85e-01	0.5246	1.3250494	0.6950614	156.62	SIRT4	sirtuin 4
9556	9.57e-01	1.85e-01	0.2036	-1.3241725	-0.269616	357.58	ATP5MJ	ATP synthase membrane subunit j
47	9.57e-01	1.85e-01	0.1456	1.3248941	0.1929663	2119.48	ACLY	ATP citrate lyase
6324	9.57e-01	1.85e-01	0.1905	1.3245036	0.2523562	1096.09	SCN1B	sodium voltage-gated channel beta subunit 1
100009676	9.58e-01	1.86e-01	0.3687	1.3222329	0.4874772	162.38	ZBTB11-AS1	ZBTB11 antisense RNA 1
55754	9.58e-01	1.86e-01	0.1126	1.3225149	0.1488743	3177.15	TMEM30A	transmembrane protein 30A
60560	9.58e-01	1.86e-01	0.1823	-1.3224148	-0.2411205	433.46	NAA35	N-alpha-acetyltransferase 35, NatC auxiliary subunit
348013	9.58e-01	1.86e-01	0.2186	1.3225244	0.289098	553.27	TMEM255B	transmembrane protein 255B
8556	9.58e-01	1.86e-01	0.2141	-1.321676	-0.2830152	434.66	CDC14A	cell division cycle 14A
90102	9.58e-01	1.86e-01	0.5247	-1.3217734	-0.6935642	128.96	PHLDB2	pleckstrin homology like domain family B member 2
54587	9.58e-01	1.87e-01	0.5019	1.3206159	0.6628386	146.24	MXRA8	matrix remodeling associated 8
96626	9.58e-01	1.86e-01	0.2336	-1.3211458	-0.3085793	126.78	LIMS3	LIM zinc finger domain containing 3
79621	9.58e-01	1.87e-01	0.2166	-1.3207559	-0.2860506	498.36	RNASEH2B	ribonuclease H2 subunit B
1434	9.58e-01	1.86e-01	0.1358	1.3210176	0.1793816	1022.57	CSE1L	chromosome segregation 1 like
57190	9.58e-01	1.90e-01	0.1641	1.3106576	0.2150179	1287.1	SELENON	selenoprotein N
9783	9.58e-01	1.88e-01	0.4142	1.3153856	0.5448811	140.86	RIMS3	regulating synaptic membrane exocytosis 3
9406	9.58e-01	1.87e-01	0.1952	1.319009	0.2574349	1584.5	ZRANB2	zinc finger RANBP2-type containing 2
